UR,SR,p,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,"[(L2) (L2) (L2) (L2 L) (L2) (L1)]",0,5,1,0,5,0,0,6,0,17,18,1
,[L2 L L L1 L L2 L2],0
,,,"[(L2 L) (L L1) (L L2) (L2)]",0,3,1,0,1,0,0,2,3,12,9,1
,,,"[(L2) L L (L1) (L L2) (L2)]",0,4,0,2,3,0,0,3,3,13,10,1
,,,"[(L2) L L (L1 L) (L2) (L2)]",0,3,1,2,3,0,0,3,2,14,9,1
,,,"[(L2) L L (L1) L (L2) (L2)]",0,4,0,3,4,0,0,3,3,14,10,1
,,,"[(L2) L (L L1) L (L2) (L2)]",0,4,0,2,3,0,0,2,3,13,10,1
,,,"[(L2) L (L L1) (L L2) (L2)]",0,4,0,1,2,0,0,2,3,12,10,1
,,,"[(L2 L) L (L1) L (L2) (L2)]",0,3,1,2,3,0,0,3,3,14,9,1
,,,"[(L2 L) L (L1 L) (L2) (L2)]",0,2,2,1,2,0,0,3,2,14,8,1
,,,"[(L2 L) L (L1) (L L2) (L2)]",0,3,1,1,2,0,0,3,3,13,9,1
,,,"[(L2 L) (L L1) L (L2) (L2)]",0,3,1,1,2,0,0,2,3,13,9,1
,[L L L1 L L L L],0
,,,"[L L (L1) L L L L]",0,1,0,6,1,1,1,2,4,2,4,0
,,,"[L L (L1 L) L L L]",0,0,1,5,0,1,1,2,3,2,3,0
,,,"[L (L L1) L L L L]",0,1,0,5,0,1,1,1,4,1,4,0
,[L L L L2 L2 L L1],0
,,,"[L L (L L2) (L2) (L L1)]",0,3,0,2,1,1,0,5,0,11,5,1
,,,"[L L (L L2) (L2 L) (L1)]",0,2,1,2,1,1,0,6,0,12,4,1
,,,"[L L L (L2) (L2) L (L1)]",0,3,0,4,3,1,0,6,0,13,5,1
,,,"[L L (L L2) (L2) L (L1)]",0,3,0,3,2,1,0,6,0,12,5,1
,,,"[L L L (L2) (L2) (L L1)]",0,3,0,3,2,1,0,5,0,12,5,1
,,,"[L L L (L2) (L2 L) (L1)]",0,2,1,3,2,1,0,6,0,13,4,1
,[L L L L L L L1],0
,,,"[L L L L L (L L1)]",0,1,0,5,0,1,0,5,0,5,0,1
,,,"[L L L L L L (L1)]",0,1,0,6,1,1,0,6,0,6,0,1
,[L L2 L2 L1 L2 L L],0
,,,"[L (L2) (L2) (L1) (L2 L) L]",0,3,1,2,3,1,1,3,3,10,13,0
,,,"[L (L2) (L2) (L1) (L2) L L]",0,4,0,3,4,1,1,3,3,10,14,0
,,,"[(L L2) (L2) (L1) (L2) L L]",0,4,0,2,3,0,1,3,3,9,14,0
,,,"[(L L2) (L2) (L1) (L2 L) L]",0,3,1,1,2,0,1,3,3,9,13,0
,[L2 L2 L2 L2 L1 L L2],0
,,,"[(L2) (L2) (L2) (L2) (L1 L) (L2)]",0,5,1,0,5,0,0,4,1,16,19,1
,,,"[(L2) (L2) (L2) (L2) (L1) (L L2)]",0,6,0,0,5,0,0,4,2,15,20,1
,,,"[(L2) (L2) (L2) (L2) (L1) L (L2)]",0,6,0,1,6,0,0,4,2,16,20,1
,[L L2 L L L L1 L2],0
,,,"[(L L2) L L L (L1) (L2)]",0,3,0,3,2,0,0,5,1,11,6,1
,,,"[L (L2 L) L L (L1) (L2)]",0,2,1,3,2,1,0,5,1,12,5,1
,,,"[L (L2) L L (L L1) (L2)]",0,3,0,3,2,1,0,4,1,11,6,1
,,,"[L (L2 L) L (L L1) (L2)]",0,2,1,2,1,1,0,4,1,11,5,1
,,,"[L (L2) L L L (L1) (L2)]",0,3,0,4,3,1,0,5,1,12,6,1
,,,"[(L L2) L L (L L1) (L2)]",0,3,0,2,1,0,0,4,1,10,6,1
,[L L L2 L L2 L1 L2],0
,,,"[L (L L2) L (L2) (L1) (L2)]",0,4,0,2,3,1,0,5,1,16,7,1
,,,"[L L (L2 L) (L2) (L1) (L2)]",0,3,1,2,3,1,0,5,1,17,6,1
,,,"[L L (L2) (L L2) (L1) (L2)]",0,4,0,2,3,1,0,5,1,16,7,1
,,,"[L L (L2) L (L2) (L1) (L2)]",0,4,0,3,4,1,0,5,1,17,7,1
,,,"[L (L L2) (L L2) (L1) (L2)]",0,4,0,1,2,1,0,5,1,15,7,1
,[L L1 L2 L L L L2],0
,,,"[(L L1) (L2) L L (L L2)]",0,3,0,2,1,0,0,0,5,7,9,1
,,,"[L (L1) (L2) L L (L L2)]",0,3,0,3,2,1,0,1,5,8,9,1
,,,"[(L L1) (L2 L) L L (L2)]",0,2,1,2,1,0,0,0,5,8,8,1
,,,"[(L L1) (L2) L L L (L2)]",0,3,0,3,2,0,0,0,5,8,9,1
,,,"[L (L1) (L2 L) L L (L2)]",0,2,1,3,2,1,0,1,5,9,8,1
,,,"[L (L1) (L2 L) L (L L2)]",0,2,1,2,1,1,0,1,5,8,8,1
,,,"[(L L1) (L2 L) L (L L2)]",0,2,1,1,0,0,0,0,5,7,8,1
,,,"[L (L1) (L2) L L L (L2)]",0,3,0,4,3,1,0,1,5,9,9,1
,[L1 L L L2 L L2 L2],0
,,,"[(L1 L) L (L2 L) (L2) (L2)]",0,2,2,1,2,0,0,0,5,14,8,1
,,,"[(L1 L) (L L2) L (L2) (L2)]",0,3,1,1,2,0,0,0,5,13,9,1
,,,"[(L1) L L (L2 L) (L2) (L2)]",0,3,1,2,3,0,0,0,6,14,9,1
,,,"[(L1) L L (L2) (L L2) (L2)]",0,4,0,2,3,0,0,0,6,13,10,1
,,,"[(L1 L) L (L2) L (L2) (L2)]",0,3,1,2,3,0,0,0,5,14,9,1
,,,"[(L1) L L (L2) L (L2) (L2)]",0,4,0,3,4,0,0,0,6,14,10,1
,,,"[(L1 L) (L L2) (L L2) (L2)]",0,3,1,0,1,0,0,0,5,12,9,1
,,,"[(L1 L) L (L2) (L L2) (L2)]",0,3,1,1,2,0,0,0,5,13,9,1
,,,"[(L1) L (L L2) (L L2) (L2)]",0,4,0,1,2,0,0,0,6,12,10,1
,,,"[(L1) L (L L2) L (L2) (L2)]",0,4,0,2,3,0,0,0,6,13,10,1
,[L1 L L2 L2 L L L2],0
,,,"[(L1) (L L2) (L2 L) (L L2)]",0,3,1,0,1,0,0,0,6,9,12,1
,,,"[(L1 L) (L2) (L2 L) L (L2)]",0,2,2,1,2,0,0,0,5,11,11,1
,,,"[(L1) (L L2) (L2) L L (L2)]",0,4,0,2,3,0,0,0,6,10,13,1
,,,"[(L1) (L L2) (L2 L) L (L2)]",0,3,1,1,2,0,0,0,6,10,12,1
,,,"[(L1 L) (L2) (L2) L L (L2)]",0,3,1,2,3,0,0,0,5,11,12,1
,,,"[(L1) L (L2) (L2) L L (L2)]",0,4,0,3,4,0,0,0,6,11,13,1
,,,"[(L1) L (L2) (L2 L) (L L2)]",0,3,1,1,2,0,0,0,6,10,12,1
,,,"[(L1) L (L2) (L2) L (L L2)]",0,4,0,2,3,0,0,0,6,10,13,1
,,,"[(L1) L (L2) (L2 L) L (L2)]",0,3,1,2,3,0,0,0,6,11,12,1
,,,"[(L1 L) (L2) (L2 L) (L L2)]",0,2,2,0,1,0,0,0,5,10,11,1
,,,"[(L1 L) (L2) (L2) L (L L2)]",0,3,1,1,2,0,0,0,5,10,12,1
,,,"[(L1) (L L2) (L2) L (L L2)]",0,4,0,1,2,0,0,0,6,9,13,1
,[L2 L2 L1 L L2 L L],0
,,,"[(L2) (L2) (L1 L) (L2 L) L]",0,2,2,1,2,0,1,2,3,7,15,0
,,,"[(L2) (L2) (L1) L (L2 L) L]",0,3,1,2,3,0,1,2,4,7,16,0
,,,"[(L2) (L2) (L1) (L L2) L L]",0,4,0,2,3,0,1,2,4,6,17,0
,,,"[(L2) (L2) (L1) L (L2) L L]",0,4,0,3,4,0,1,2,4,7,17,0
,,,"[(L2) (L2) (L1 L) (L2) L L]",0,3,1,2,3,0,1,2,3,7,16,0
,[L L2 L2 L2 L1 L L],0
,,,"[L (L2) (L2) (L2) (L1 L) L]",0,3,1,2,3,1,1,4,1,10,13,0
,,,"[(L L2) (L2) (L2) (L1) L L]",0,4,0,2,3,0,1,4,2,9,14,0
,,,"[L (L2) (L2) (L2) (L1) L L]",0,4,0,3,4,1,1,4,2,10,14,0
,,,"[(L L2) (L2) (L2) (L1 L) L]",0,3,1,1,2,0,1,4,1,9,13,0
,[L L2 L2 L L L1 L],0
,,,"[(L L2) (L2) L (L L1) L]",0,3,0,2,1,0,1,4,1,6,10,0
,,,"[(L L2) (L2) L L (L1 L)]",0,2,1,2,1,0,0,5,0,7,9,1
,,,"[L (L2) (L2 L) L (L1) L]",0,2,1,3,2,1,1,5,1,8,9,0
,,,"[(L L2) (L2) L L (L1) L]",0,3,0,3,2,0,1,5,1,7,10,0
,,,"[(L L2) (L2 L) (L L1) L]",0,2,1,1,0,0,1,4,1,6,9,0
,,,"[L (L2) (L2) L L (L1 L)]",0,2,1,3,2,1,0,5,0,8,9,1
,,,"[L (L2) (L2 L) L (L1 L)]",0,1,2,2,1,1,0,5,0,8,8,1
,,,"[(L L2) (L2 L) L (L1) L]",0,2,1,2,1,0,1,5,1,7,9,0
,,,"[L (L2) (L2 L) (L L1) L]",0,2,1,2,1,1,1,4,1,7,9,0
,,,"[L (L2) (L2) L L (L1) L]",0,3,0,4,3,1,1,5,1,8,10,0
,,,"[(L L2) (L2 L) L (L1 L)]",0,1,2,1,0,0,0,5,0,7,8,1
,,,"[L (L2) (L2) L (L L1) L]",0,3,0,3,2,1,1,4,1,7,10,0
,[L L2 L1 L L L L],0
,,,"[L (L2) (L1 L) L L L]",0,1,1,4,1,1,1,2,3,3,8,0
,,,"[L (L2) (L1) L L L L]",0,2,0,5,2,1,1,2,4,3,9,0
,,,"[(L L2) (L1 L) L L L]",0,1,1,3,0,0,1,2,3,2,8,0
,,,"[(L L2) (L1) L L L L]",0,2,0,4,1,0,1,2,4,2,9,0
,[L1 L L2 L2 L L2 L],0
,,,"[(L1) L (L2) (L2) (L L2) L]",0,4,0,2,3,0,1,0,6,9,14,0
,,,"[(L1) (L L2) (L2 L) (L2) L]",0,3,1,1,2,0,1,0,6,9,13,0
,,,"[(L1) (L L2) (L2) (L L2) L]",0,4,0,1,2,0,1,0,6,8,14,0
,,,"[(L1) L (L2) (L2) L (L2 L)]",0,3,1,2,3,0,0,0,6,10,13,1
,,,"[(L1 L) (L2) (L2 L) (L2) L]",0,2,2,1,2,0,1,0,5,10,12,0
,,,"[(L1) L (L2) (L2 L) (L2) L]",0,3,1,2,3,0,1,0,6,10,13,0
,,,"[(L1) (L L2) (L2) L (L2) L]",0,4,0,2,3,0,1,0,6,9,14,0
,,,"[(L1) L (L2) (L2 L) (L2 L)]",0,2,2,1,2,0,0,0,6,10,12,1
,,,"[(L1 L) (L2) (L2) L (L2 L)]",0,2,2,1,2,0,0,0,5,10,12,1
,,,"[(L1 L) (L2) (L2) (L L2) L]",0,3,1,1,2,0,1,0,5,9,13,0
,,,"[(L1 L) (L2) (L2 L) (L2 L)]",0,1,3,0,1,0,0,0,5,10,11,1
,,,"[(L1 L) (L2) (L2) L (L2) L]",0,3,1,2,3,0,1,0,5,10,13,0
,,,"[(L1) L (L2) (L2) L (L2) L]",0,4,0,3,4,0,1,0,6,10,14,0
,,,"[(L1) (L L2) (L2) L (L2 L)]",0,3,1,1,2,0,0,0,6,9,13,1
,,,"[(L1) (L L2) (L2 L) (L2 L)]",0,2,2,0,1,0,0,0,6,9,12,1
,[L L2 L L1 L2 L2 L],0
,,,"[L (L2 L) (L1) (L2) (L2) L]",0,3,1,2,3,1,1,3,3,13,10,0
,,,"[(L L2) (L L1) (L2) (L2) L]",0,4,0,1,2,0,1,2,3,11,11,0
,,,"[(L L2) L (L1) (L2) (L2 L)]",0,3,1,1,2,0,0,3,3,12,10,1
,,,"[L (L2) L (L1) (L2) (L2) L]",0,4,0,3,4,1,1,3,3,13,11,0
,,,"[(L L2) (L L1) (L2) (L2 L)]",0,3,1,0,1,0,0,2,3,11,10,1
,,,"[(L L2) L (L1) (L2) (L2) L]",0,4,0,2,3,0,1,3,3,12,11,0
,,,"[L (L2) L (L1) (L2) (L2 L)]",0,3,1,2,3,1,0,3,3,13,10,1
,,,"[L (L2) (L L1) (L2) (L2 L)]",0,3,1,1,2,1,0,2,3,12,10,1
,,,"[L (L2) (L L1) (L2) (L2) L]",0,4,0,2,3,1,1,2,3,12,11,0
,,,"[L (L2 L) (L1) (L2) (L2 L)]",0,2,2,1,2,1,0,3,3,13,9,1
,[L L2 L2 L L1 L L],0
,,,"[L (L2) (L2 L) (L1) L L]",0,2,1,3,2,1,1,4,2,7,10,0
,,,"[L (L2) (L2) L (L1 L) L]",0,2,1,3,2,1,1,4,1,7,10,0
,,,"[(L L2) (L2 L) (L1) L L]",0,2,1,2,1,0,1,4,2,6,10,0
,,,"[(L L2) (L2) L (L1) L L]",0,3,0,3,2,0,1,4,2,6,11,0
,,,"[L (L2) (L2) (L L1) L L]",0,3,0,3,2,1,1,3,2,6,11,0
,,,"[L (L2) (L2 L) (L1 L) L]",0,1,2,2,1,1,1,4,1,7,9,0
,,,"[L (L2) (L2) L (L1) L L]",0,3,0,4,3,1,1,4,2,7,11,0
,,,"[(L L2) (L2 L) (L1 L) L]",0,1,2,1,0,0,1,4,1,6,9,0
,,,"[(L L2) (L2) L (L1 L) L]",0,2,1,2,1,0,1,4,1,6,10,0
,,,"[(L L2) (L2) (L L1) L L]",0,3,0,2,1,0,1,3,2,5,11,0
,[L L1 L L2 L2 L2 L2],0
,,,"[L (L1) L (L2) (L2) (L2) (L2)]",0,5,0,2,5,1,0,1,5,19,11,1
,,,"[(L L1) (L L2) (L2) (L2) (L2)]",0,5,0,0,3,0,0,0,5,17,11,1
,,,"[L (L1 L) (L2) (L2) (L2) (L2)]",0,4,1,1,4,1,0,1,4,19,10,1
,,,"[L (L1) (L L2) (L2) (L2) (L2)]",0,5,0,1,4,1,0,1,5,18,11,1
,,,"[(L L1) L (L2) (L2) (L2) (L2)]",0,5,0,1,4,0,0,0,5,18,11,1
,[L2 L2 L1 L L L L2],0
,,,"[(L2) (L2) (L1) L L L (L2)]",0,4,0,3,4,0,0,2,4,9,15,1
,,,"[(L2) (L2) (L1 L) L L (L2)]",0,3,1,2,3,0,0,2,3,9,14,1
,,,"[(L2) (L2) (L1 L) L (L L2)]",0,3,1,1,2,0,0,2,3,8,14,1
,,,"[(L2) (L2) (L1) L L (L L2)]",0,4,0,2,3,0,0,2,4,8,15,1
,[L L2 L1 L L2 L2 L],0
,,,"[(L L2) (L1) L (L2) (L2 L)]",0,3,1,1,2,0,0,2,4,11,11,1
,,,"[(L L2) (L1) L (L2) (L2) L]",0,4,0,2,3,0,1,2,4,11,12,0
,,,"[L (L2) (L1) (L L2) (L2) L]",0,4,0,2,3,1,1,2,4,11,12,0
,,,"[L (L2) (L1) (L L2) (L2 L)]",0,3,1,1,2,1,0,2,4,11,11,1
,,,"[(L L2) (L1 L) (L2) (L2 L)]",0,2,2,0,1,0,0,2,3,11,10,1
,,,"[L (L2) (L1) L (L2) (L2 L)]",0,3,1,2,3,1,0,2,4,12,11,1
,,,"[L (L2) (L1 L) (L2) (L2) L]",0,3,1,2,3,1,1,2,3,12,11,0
,,,"[(L L2) (L1) (L L2) (L2) L]",0,4,0,1,2,0,1,2,4,10,12,0
,,,"[(L L2) (L1) (L L2) (L2 L)]",0,3,1,0,1,0,0,2,4,10,11,1
,,,"[L (L2) (L1) L (L2) (L2) L]",0,4,0,3,4,1,1,2,4,12,12,0
,,,"[(L L2) (L1 L) (L2) (L2) L]",0,3,1,1,2,0,1,2,3,11,11,0
,,,"[L (L2) (L1 L) (L2) (L2 L)]",0,2,2,1,2,1,0,2,3,12,10,1
,[L2 L L1 L L2 L L],0
,,,"[(L2 L) (L1 L) (L2 L) L]",0,0,3,1,0,0,1,2,3,6,9,0
,,,"[(L2) L (L1 L) (L2) L L]",0,2,1,3,2,0,1,2,3,6,11,0
,,,"[(L2) L (L1 L) (L2 L) L]",0,1,2,2,1,0,1,2,3,6,10,0
,,,"[(L2 L) (L1) (L L2) L L]",0,2,1,2,1,0,1,2,4,5,11,0
,,,"[(L2) (L L1) (L L2) L L]",0,3,0,2,1,0,1,1,4,4,12,0
,,,"[(L2) (L L1) L (L2) L L]",0,3,0,3,2,0,1,1,4,5,12,0
,,,"[(L2 L) (L1 L) (L2) L L]",0,1,2,2,1,0,1,2,3,6,10,0
,,,"[(L2 L) (L1) L (L2 L) L]",0,1,2,2,1,0,1,2,4,6,10,0
,,,"[(L2) L (L1) (L L2) L L]",0,3,0,3,2,0,1,2,4,5,12,0
,,,"[(L2) L (L1) L (L2) L L]",0,3,0,4,3,0,1,2,4,6,12,0
,,,"[(L2 L) (L1) L (L2) L L]",0,2,1,3,2,0,1,2,4,6,11,0
,,,"[(L2) L (L1) L (L2 L) L]",0,2,1,3,2,0,1,2,4,6,11,0
,,,"[(L2) (L L1) L (L2 L) L]",0,2,1,2,1,0,1,1,4,5,11,0
,[L2 L2 L1 L L L L],0
,,,"[(L2) (L2) (L1) L L L L]",0,3,0,4,3,0,1,2,4,3,15,0
,,,"[(L2) (L2) (L1 L) L L L]",0,2,1,3,2,0,1,2,3,3,14,0
,[L2 L L L L1 L2 L2],0
,,,"[(L2) L L (L L1) (L2) (L2)]",0,4,0,2,3,0,0,3,2,14,9,1
,,,"[(L2 L) L L (L1) (L2) (L2)]",0,3,1,2,3,0,0,4,2,15,8,1
,,,"[(L2) L L L (L1) (L2) (L2)]",0,4,0,3,4,0,0,4,2,15,9,1
,,,"[(L2 L) L (L L1) (L2) (L2)]",0,3,1,1,2,0,0,3,2,14,8,1
,[L2 L2 L L L2 L L1],0
,,,"[(L2) (L2) L L (L2 L) (L1)]",0,3,1,2,3,0,0,6,0,11,12,1
,,,"[(L2) (L2) L (L L2) (L L1)]",0,4,0,1,2,0,0,5,0,9,13,1
,,,"[(L2) (L2) L L (L2) (L L1)]",0,4,0,2,3,0,0,5,0,10,13,1
,,,"[(L2) (L2 L) L (L2) L (L1)]",0,3,1,2,3,0,0,6,0,11,12,1
,,,"[(L2) (L2) L L (L2) L (L1)]",0,4,0,3,4,0,0,6,0,11,13,1
,,,"[(L2) (L2 L) (L L2) L (L1)]",0,3,1,1,2,0,0,6,0,10,12,1
,,,"[(L2) (L2) L (L L2) L (L1)]",0,4,0,2,3,0,0,6,0,10,13,1
,,,"[(L2) (L2 L) L (L2) (L L1)]",0,3,1,1,2,0,0,5,0,10,12,1
,,,"[(L2) (L2 L) L (L2 L) (L1)]",0,2,2,1,2,0,0,6,0,11,11,1
,,,"[(L2) (L2 L) (L L2) (L L1)]",0,3,1,0,1,0,0,5,0,9,12,1
,[L2 L1 L L2 L2 L L2],0
,,,"[(L2) (L1 L) (L2) (L2 L) (L2)]",0,3,2,0,3,0,0,1,4,14,14,1
,,,"[(L2) (L1) (L L2) (L2 L) (L2)]",0,4,1,0,3,0,0,1,5,13,15,1
,,,"[(L2) (L1) L (L2) (L2 L) (L2)]",0,4,1,1,4,0,0,1,5,14,15,1
,,,"[(L2) (L1 L) (L2) (L2) (L L2)]",0,4,1,0,3,0,0,1,4,13,15,1
,,,"[(L2) (L1) (L L2) (L2) L (L2)]",0,5,0,1,4,0,0,1,5,13,16,1
,,,"[(L2) (L1 L) (L2) (L2) L (L2)]",0,4,1,1,4,0,0,1,4,14,15,1
,,,"[(L2) (L1) L (L2) (L2) L (L2)]",0,5,0,2,5,0,0,1,5,14,16,1
,,,"[(L2) (L1) L (L2) (L2) (L L2)]",0,5,0,1,4,0,0,1,5,13,16,1
,,,"[(L2) (L1) (L L2) (L2) (L L2)]",0,5,0,0,3,0,0,1,5,12,16,1
,[L2 L L2 L1 L L2 L],0
,,,"[(L2) L (L2) (L1) L (L2) L]",0,4,0,3,4,0,1,3,3,10,14,0
,,,"[(L2) (L L2) (L1) L (L2) L]",0,4,0,2,3,0,1,3,3,9,14,0
,,,"[(L2 L) (L2) (L1) (L L2) L]",0,3,1,1,2,0,1,3,3,9,13,0
,,,"[(L2) L (L2) (L1) (L L2) L]",0,4,0,2,3,0,1,3,3,9,14,0
,,,"[(L2) L (L2) (L1 L) (L2) L]",0,3,1,2,3,0,1,3,2,10,13,0
,,,"[(L2 L) (L2) (L1 L) (L2) L]",0,2,2,1,2,0,1,3,2,10,12,0
,,,"[(L2) (L L2) (L1) (L L2) L]",0,4,0,1,2,0,1,3,3,8,14,0
,,,"[(L2 L) (L2) (L1) L (L2) L]",0,3,1,2,3,0,1,3,3,10,13,0
,,,"[(L2) (L L2) (L1 L) (L2) L]",0,3,1,1,2,0,1,3,2,9,13,0
,,,"[(L2 L) (L2) (L1) L (L2 L)]",0,2,2,1,2,0,0,3,3,10,12,1
,,,"[(L2) (L L2) (L1 L) (L2 L)]",0,2,2,0,1,0,0,3,2,9,12,1
,,,"[(L2 L) (L2) (L1 L) (L2 L)]",0,1,3,0,1,0,0,3,2,10,11,1
,,,"[(L2) L (L2) (L1 L) (L2 L)]",0,2,2,1,2,0,0,3,2,10,12,1
,,,"[(L2) (L L2) (L1) L (L2 L)]",0,3,1,1,2,0,0,3,3,9,13,1
,,,"[(L2) L (L2) (L1) L (L2 L)]",0,3,1,2,3,0,0,3,3,10,13,1
,[L1 L2 L L L2 L2 L],0
,,,"[(L1) (L2 L) (L L2) (L2) L]",0,3,1,1,2,0,1,0,6,9,13,0
,,,"[(L1) (L2) L (L L2) (L2 L)]",0,3,1,1,2,0,0,0,6,9,13,1
,,,"[(L1) (L2) L (L L2) (L2) L]",0,4,0,2,3,0,1,0,6,9,14,0
,,,"[(L1) (L2 L) L (L2) (L2) L]",0,3,1,2,3,0,1,0,6,10,13,0
,,,"[(L1) (L2 L) (L L2) (L2 L)]",0,2,2,0,1,0,0,0,6,9,12,1
,,,"[(L1) (L2) L L (L2) (L2) L]",0,4,0,3,4,0,1,0,6,10,14,0
,,,"[(L1) (L2 L) L (L2) (L2 L)]",0,2,2,1,2,0,0,0,6,10,12,1
,,,"[(L1) (L2) L L (L2) (L2 L)]",0,3,1,2,3,0,0,0,6,10,13,1
,[L L L2 L1 L L2 L2],0
,,,"[L L (L2) (L1) L (L2) (L2)]",0,4,0,3,4,1,0,3,3,16,8,1
,,,"[L L (L2) (L1 L) (L2) (L2)]",0,3,1,2,3,1,0,3,2,16,7,1
,,,"[L (L L2) (L1) (L L2) (L2)]",0,4,0,1,2,1,0,3,3,14,8,1
,,,"[L L (L2) (L1) (L L2) (L2)]",0,4,0,2,3,1,0,3,3,15,8,1
,,,"[L (L L2) (L1 L) (L2) (L2)]",0,3,1,1,2,1,0,3,2,15,7,1
,,,"[L (L L2) (L1) L (L2) (L2)]",0,4,0,2,3,1,0,3,3,15,8,1
,[L1 L L2 L L L2 L],0
,,,"[(L1) L (L2 L) (L L2) L]",0,2,1,2,1,0,1,0,6,6,10,0
,,,"[(L1) L (L2) L (L L2) L]",0,3,0,3,2,0,1,0,6,6,11,0
,,,"[(L1 L) (L2 L) L (L2) L]",0,1,2,2,1,0,1,0,5,7,9,0
,,,"[(L1 L) (L2) L L (L2) L]",0,2,1,3,2,0,1,0,5,7,10,0
,,,"[(L1 L) (L2 L) (L L2) L]",0,1,2,1,0,0,1,0,5,6,9,0
,,,"[(L1) L (L2 L) L (L2) L]",0,2,1,3,2,0,1,0,6,7,10,0
,,,"[(L1) (L L2) L L (L2 L)]",0,2,1,2,1,0,0,0,6,6,10,1
,,,"[(L1 L) (L2) L (L L2) L]",0,2,1,2,1,0,1,0,5,6,10,0
,,,"[(L1 L) (L2 L) L (L2 L)]",0,0,3,1,0,0,0,0,5,7,8,1
,,,"[(L1) L (L2) L L (L2) L]",0,3,0,4,3,0,1,0,6,7,11,0
,,,"[(L1) (L L2) L (L L2) L]",0,3,0,2,1,0,1,0,6,5,11,0
,,,"[(L1) L (L2 L) L (L2 L)]",0,1,2,2,1,0,0,0,6,7,9,1
,,,"[(L1 L) (L2) L L (L2 L)]",0,1,2,2,1,0,0,0,5,7,9,1
,,,"[(L1) (L L2) L L (L2) L]",0,3,0,3,2,0,1,0,6,6,11,0
,,,"[(L1) L (L2) L L (L2 L)]",0,2,1,3,2,0,0,0,6,7,10,1
,[L L L2 L L2 L1 L],0
,,,"[L L (L2 L) (L2) (L1 L)]",0,1,2,2,1,1,0,5,0,11,5,1
,,,"[L L (L2) L (L2) (L1 L)]",0,2,1,3,2,1,0,5,0,11,6,1
,,,"[L (L L2) (L L2) (L1) L]",0,3,0,2,1,1,1,5,1,9,7,0
,,,"[L (L L2) (L L2) (L1 L)]",0,2,1,1,0,1,0,5,0,9,6,1
,,,"[L L (L2) L (L2) (L1) L]",0,3,0,4,3,1,1,5,1,11,7,0
,,,"[L (L L2) L (L2) (L1) L]",0,3,0,3,2,1,1,5,1,10,7,0
,,,"[L L (L2) (L L2) (L1 L)]",0,2,1,2,1,1,0,5,0,10,6,1
,,,"[L L (L2) (L L2) (L1) L]",0,3,0,3,2,1,1,5,1,10,7,0
,,,"[L L (L2 L) (L2) (L1) L]",0,2,1,3,2,1,1,5,1,11,6,0
,,,"[L (L L2) L (L2) (L1 L)]",0,2,1,2,1,1,0,5,0,10,6,1
,[L L1 L2 L2 L L2 L2],0
,,,"[L (L1) (L2) (L2 L) (L2) (L2)]",0,4,1,1,4,1,0,1,5,17,12,1
,,,"[(L L1) (L2) (L2 L) (L2) (L2)]",0,4,1,0,3,0,0,0,5,16,12,1
,,,"[L (L1) (L2) (L2) (L L2) (L2)]",0,5,0,1,4,1,0,1,5,16,13,1
,,,"[L (L1) (L2) (L2) L (L2) (L2)]",0,5,0,2,5,1,0,1,5,17,13,1
,,,"[(L L1) (L2) (L2) (L L2) (L2)]",0,5,0,0,3,0,0,0,5,15,13,1
,,,"[(L L1) (L2) (L2) L (L2) (L2)]",0,5,0,1,4,0,0,0,5,16,13,1
,[L2 L2 L2 L L L2 L1],0
,,,"[(L2) (L2) (L2) L (L L2) (L1)]",0,5,0,1,4,0,0,6,0,13,16,1
,,,"[(L2) (L2) (L2) L L (L2) (L1)]",0,5,0,2,5,0,0,6,0,14,16,1
,,,"[(L2) (L2) (L2 L) (L L2) (L1)]",0,4,1,0,3,0,0,6,0,13,15,1
,,,"[(L2) (L2) (L2 L) L (L2) (L1)]",0,4,1,1,4,0,0,6,0,14,15,1
,[L1 L L2 L L2 L2 L2],0
,,,"[(L1 L) (L2) L (L2) (L2) (L2)]",0,4,1,1,4,0,0,0,5,17,12,1
,,,"[(L1) (L L2) (L L2) (L2) (L2)]",0,5,0,0,3,0,0,0,6,15,13,1
,,,"[(L1) L (L2) (L L2) (L2) (L2)]",0,5,0,1,4,0,0,0,6,16,13,1
,,,"[(L1 L) (L2) (L L2) (L2) (L2)]",0,4,1,0,3,0,0,0,5,16,12,1
,,,"[(L1) L (L2) L (L2) (L2) (L2)]",0,5,0,2,5,0,0,0,6,17,13,1
,,,"[(L1 L) (L2 L) (L2) (L2) (L2)]",0,3,2,0,3,0,0,0,5,17,11,1
,,,"[(L1) (L L2) L (L2) (L2) (L2)]",0,5,0,1,4,0,0,0,6,16,13,1
,,,"[(L1) L (L2 L) (L2) (L2) (L2)]",0,4,1,1,4,0,0,0,6,17,12,1
,[L2 L L2 L L2 L2 L1],0
,,,"[(L2) (L L2) L (L2) (L2) (L1)]",0,5,0,1,4,0,0,6,0,16,13,1
,,,"[(L2) L (L2 L) (L2) (L2) (L1)]",0,4,1,1,4,0,0,6,0,17,12,1
,,,"[(L2 L) (L2 L) (L2) (L2) (L1)]",0,3,2,0,3,0,0,6,0,17,11,1
